"Entry type","Autor einheitl.","Vollständiger Titel","Druckjahr","Verlagsort","Link zum Digitalisat"
"OLD ","Kramer, Matthias","Toscanische Rudimenta, Oder Haupt-Pforte Zu Matthiae Krämers Grösseren Italiänischen Grammatica und Dictionario, Das ist: Ausführlichere Vorstellung aller Declination- und Conjugationen : beynebenst einem kurtzen Auszug der nothwendigsten Grund-Reguln dieser Sprache = Rudimenti Toscani overo Porta-Maestra alla Gran Grammatica e Dizzionario di Mattia Cremero","1680","Nürnberg","https://books.google.cz/books?vid=NKP:1002589011&printsec=frontcover#v=onepage&q&f=false"
"OLD","Kramer, Matthias","Le parfait guidon de la langue alemande","1687","Nürnberg","https://collections.thulb.uni-jena.de/receive/HisBest_cbu_00025250?&derivate=HisBest_derivate_00010270"
"OLD ","Kramer, Matthias","Li ragionment Tedeco-Italiani","1688","Nürnberg","http://nbn-resolving.de/urn:nbn:de:gbv:3:1-665244"
"OLD","Kramer, Matthias","Li Ragionamenti Tedesco-Italiani","1688","Nürnberg","http://digital.slub-dresden.de/id455048541"
"OLD ","Kramer, Matthias","Grammatica Italica Ornata, Das ist: ToscanischRomanisch und ZierlichItaliänische SprachLehre","1689","Nürnberg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624359-2"
"OLD","Kramer, Matthias","Matthiae Krämers Vollständige Italiänische Grammatica das ist: Toscanisch-Romanische Sprach-Lehre : nunmehr aus ihren untersten Fundamentis und Füglichkeit/ bis zu der höchsten Perfection und Zierlichkeit/ Der Teutschen Nation zum besten Aufs klärlichst-ordentlichst- un[d] fleissigst ausgeführt und vorgetragen","1689","Nürnberg",""
"OLD ","Kramer, Matthias","Teutsch und Italiänische Gespräche","1691","Nürnberg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11281525-0"
"OLD","Kramer, Matthias","Rudimenti Toscano-Romani, overo Porta-Maestra alla Gran Grammatica e al Gran Dittionario di Mattia Cramero ... Aperta la seconda volta con un Metodo più galante... | Romanisch-Italiänische Rudimenti oder Haupt-Pforte Zur grössern Grammatica und Zum grossen Dictionario...","1691","Nürnberg",""
"OLD ","Kramer, Matthias","Allgemeiner Schau-Platz","1692","Nürnberg","https://books.google.de/books?id=Ds_AOV88moYC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"
"OLD","Kramer, Matthias","Matthiae Krämers hochnützliches Tractätlein von der Derivatione et Compositione Primitivorum Italicorum, Das ist: Herleit- und Doppel-Kunst der Italiänischen Stamm-Wörteren. Woraus ein jeglicher der die Voces Simplices und vorhergehenden Schau-Platz einiger massen begriffen / gar leichtlich / ja mit Lust ersehen kan / was diese Sprach / neben denen vielfaltig-pur Lateinischen Wörtern / deren sie sich bedienet / in Ableit- und Doppelung vermöge; auch dabey lernen / was Gestalt bey begebender Gelegenheit im Reden so wol als im Schreiben dergleichen schicklich zu dichten und zu brauchen / und also in kurzer Zeit / und mit schlechter Mühe / grosse Wörter-Schätze zu samlen seyen.","1692","Nürnberg",""
"OLD ","Kramer, Matthias","Gegen-Stral des Mercurii, wieder den, aus dem Gehirne Meister Johann Jacob Schüblers, Passament-wirckers, etc. eben in dem Heu-Monat, dieses Jahrs um Jacobi aufgestiegenen Sirium oder Hund-Stern, von ihm Jacob- und Morgen-Stern genannt, in dreyen Sprachen
d. ist: Matthiae Kramers Sprachmeisters, vernünftiges Bedenken über Gedachten Schüblers ... Vertheidigungs-Schrifft ...","1693","Frankfurt","http://digital.bib-bvb.de/view/bvb_mets/viewer.0.6.5.jsp?folder_id=0&dvs=1746360800692~460&pid=8351139&locale=de&usePid1=true&usePid2=true"
"OLD","Kramer, Matthias","II nuovo dittionario reale italiano-tedesco","1693","Nürnberg","https://www.digitale-sammlungen.de/de/view/bsb11222842?page=,1"
"OLD ","Kramer, Matthias","I veri fondamenti della lingua tedesca ò germanica, hormai aperti alla natione italiana, desiderosa d'imparare con facilità e in poco tempo questo nobilissimo idioma. Opera tutta nuova, ... e composta ... dal signor Mattia Cramero, professore delle lingue, &c | . Die richtige Grund-Festen der Teutschen Sprache; hauptsächlich eröffnet Der Italiänischen Nation, Welche Da begierig seye diese herrliche Sprache zu erlernen. Ein neues, auch denen Teutschen selbst zu beyder Sprachen Beförde-rung sehr ersprießliches, und mit besonderm Fleiß, Deutlichkeit und Vollkommenheit ausgearbeitetes Werk, von ...","1694","Nürnberg","https://books.google.de/books?id=RS9ko188Xu8C&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"
"OLD","Kramer, Matthias","La grammatica reale toscano-romana ... Grössere italianische Grammatica","1694","Nürnberg","https://www.digitale-sammlungen.de/de/view/bsb10588174?page=2,3"
"OLD ","Kramer, Matthias","Neu-ausgefiihrte Grammatica italica ornata","1694","Nürnberg","http://diglib.hab.de/drucke/xb-1662/start.htm"
"OLD","Kramer, Matthias","Rudimenti Toscano-Romani","1695","Nürnberg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10588103-4"
"OLD ","Kramer, Matthias","Nouveau Parlement","1696","Frankfurt a. M.","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587278-7"
"OLD","Kramer, Matthias","Essay d'une bonne grammaire françoise ... Kunst-Probe","1696","Nürnberg","https://nbn-resolving.org/urn:nbn:de:bvb:12-bsb10922345-5"
"OLD ","Kramer, Matthias","La Vraie Methode pour enseigner tres-facilement & en peu de temps la Langue Françoise aux Alemands","1696","Nürnberg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587277-2"
"OLD","Kramer, Matthias","Matthiae Kramers, Sprachmeisters zu Nürnberg Neu-erfundene grundrichtige Tafell zur leichtern Erlernung und Ubung der Frantzösischen Conjugation oder Abwandlung der vier Frantzösischen Verborum Regularium ..","1696","Nürnberg",""
"OLD ","Kramer, Matthias","Nouveau Parlement","1699","Nürnberg","http://digital.slub-dresden.de/id330773348"
"OLD","Kramer, Matthias","Nouveau Parlement","1700","Nürnberg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587279-7"
"OLD ","Kramer, Matthias","Das herrlich grosse teutsch-italiänische Dictionarium oder Wort- und Red-Arten-Schatz der unvergleichlichen Hoch-teutschen Grund- und Haupt-Sprache ","1700","Nürnberg","https://books.google.de/books?id=Q2Tdvd2pw8EC&printsec=frontcover&hl=de&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false"
"OLD","Kramer, Matthias","Matthiae Kramers, Sprachmeisters zu Nürnberg Neu-erfundene grundrichtige Tafell zur leichtern Erlernung und Ubung der Frantzösischen Conjugation oder Abwandlung der vier Frantzösischen Verborum Regularium ..","1700","Nürnberg",""
"OLD ","Kramer, Matthias","Das herrlich grosse teutsch-italiänische Dictionarium","1700","Nürnberg",""
"OLD","Kramer, Matthias","Das herrlich Grosse Teutsch-Italiänische Dictionarium, oder Wort- und Red-Arten-Schatz der unvergleichlichen Hoch-Teutschen Grund- und Haupt-Sprache ... = Il Gran Dittionario Reale, Tedesco-Italianao cioè Tesoro della Lingua Originale ed Imperiale. Zweiter Theil","1702","Nürnberg",""
"OLD ","Kramer, Matthias","IL gran dittionario reale, tedesco-italiano cioè tesoro della lingua originale ed imperiale teutonica, ò alta-germanica / Anderer Theil. Von Lit. M. bis zu Ende","1702","Nürnberg",""
"OLD","Kramer, Matthias","Nouveau Parlement, C'est à dire Dialogues François-Allemands","1702","Nürnberg",""
"OLD ","Kramer, Matthias","Eins in Vieren, das ist: Dictionariolum quadrilingue : oder: Teutsch-Italiänisch-Französich- und Lateinisches Sprach- und Wörter-Büchlein","1704","Nürnberg",""
"OLD","Kramer, Matthias","Nouveau Parlement","1705","Nürnberg","https://digitale-bibliothek-mv.de/viewer/resolver?urn=urn:nbn:de:gbv:9-g-5005565"
"OLD ","Kramer, Matthias","Nouveau & Parfait Indice Allemand-François, sur le Grand Dictionnaire Roial Radical, Etimologique, Phraseologique, Sinonimique & Sintactique ; François-Allemand, de Matthias Cramer ... : Contenant La Substance, L'Esprit, Et La Quint'Essence de tout ce qu'il y a de plus choisi, & de plus remarquable dans les Mots, et dans les Phrases, ou Manieres de parler allemand & françois = Neu-vollständiges Teutsch-Frantzösisches Wörter-Register, über Matthiä Kramers ... Französisch-Teutsches Dictionnaire Roial Radical, Etimologique, Phraseologique, Sinonimique & Sintactique","1705","Nürnberg",""
"OLD","Kramer, Matthias","Joh. Amos Comenii Orbis Sensualium Pictus Qvadrilingvis Emendatus Hoc est: Omnium fundamentalium in mundo Rerum, & vita Actionum, Pictura & Nomenclatura, Germanica, Latina, Italica, & Gallica ; Cum Titulorum Indicibus atque Vocabulorum Dictionariolis","1706","Nürnberg",""
"OLD ","Kramer, Matthias","Nouveau Parlement","1707","Nürnberg","https://opac.ku.de/s/uei/de/2/10/BV011173665"
"OLD","Kramer, Matthias","Joh. Amos Comenii Orbis Sensualium Pictus Quvadrilingvis Emendatus ; Hoc est: Omnium fundamentalium in mundo Rerum, & vitâ Actionum, Pictura & Nomenclatura, Germanica, Latina, Italica, & Gallica ; Cum Titulorum Indicibus atque Vocabulorum Dictionariolis","1707","Nürnberg","https://digital.staatsbibliothek-berlin.de/werkansicht/?PPN=PPN770159389"
"OLD ","Kramer, Matthias","Il Nuovo Parlamento","1708","Nürnberg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11281524-5"
"OLD","Kramer, Matthias","Nagel-neuer Von der Jtaliänisch-Teutschen Meisterschafft mit grossen Fleiß verfertigter Nürnberger Trichter, Wodurch nicht allein alle Wörter ihrer Ordnung nach gantz leicht und commod in das grosse Faß des Gedächtnüß (wo alles hinein muß) eingefüllet, sondern auch die nothwendige und offt bißhero von vielen verlangte Wissenschafft, was vor einer Art generis und partis orationis jedes Wort ist ... eingegossen werden kann Jn diesem Format angefriembt, daß man ihn desto bequemer bey sich tragen, und dich desselben auch ausser des Kellers beym Spatziergang bedienen möge ..","1708","Nürnberg",""
"OLD ","Kramer, Matthias","Toscanisch oder Romanisch-Italienische Grammatica reale","1709","Nürnberg","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10588099-8"
"OLD","Kramer, Matthias","Nouveau Parlement","1711","Nürnberg","http://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb11346510-9"
"OLD ","Kramer, Matthias","Speccius Gallicus : das ist, eine schöne gantz neu-erfundene leichte Praxis aus dem nach französischer Red-Art und Constructions-Ordnung gebrochenem teutschen Text des ... so genannten Parlaments (französisch-teutschen Gesprächlein) ...","1711","Nürnberg",""
"OLD","Kramer, Matthias","Le Vraiment Parfait Dictionnaire Roial Radical, Etimologique, Sinonimique, Phraseologique, et Syntactique, François-Allemand = Das recht vollkommen-Königliche Dictionarium Radicale, Etymologicum, Synonymicum, Phraseologicum, und Syntacticum, Frantzösisch-Teutsch. Ein neu-vollständiges Werck : Bereichert mit allem, was da schönes, reines, und am besten fest-gestelltes in dem berühmten Königlichen Dictionnaire der Frantzösischen Sprach-Academie ...T. I-IV et Register","1712","Nürnberg",""
"OLD ","Kramer, Matthias","Das recht vollkommen-Königliche Dictionarium Radicale, Etymologicum, Synonymicum, Phraseologicum, & Syntacticum, Frantzösisch-Teutsch : Ein neu-vollständiges Werck ; Bereichert mit allem, was da schönes, reines, und am besten fest-gestelltes in dem berühmten Königlichen Dictionnaire der Frantzösischen Sprach-Academie, wie auch in des Antoine Furetiere, in des Pierre Richelet, und anderer ihren mag vorhanden seyn ... 1, A - E","1712","Nürnberg",""
"OLD","Kramer, Matthias","Le, Vraiment Parfait Dictionnaire Roial, Radical, Etimologique, Sinonimique, Phraseologique, & Sintactique, François-Allemand, pour l'une, & pour l'autre Nation Troisieme Partie  F-M","1712","Nürnberg","https://play.google.com/store/books/details?id=v7pKAAAAcAAJ&rdid=book-v7pKAAAAcAAJ&rdot=1"
"OLD ","Kramer, Matthias","Le, Vraiment Parfait Dictionnaire Roial, Radical, Etimologique, Sinonimique, Phraseologique, & Sintactique, François-Allemand, pour l'une, & pour l'autre Nation Troisieme Partie N-Q","1712","Nürnberg","https://play.google.com/store/books/details?id=47pKAAAAcAAJ&rdid=book-47pKAAAAcAAJ&rdot=1"
"OLD","Kramer, Matthias","Le, Vraiment Parfait Dictionnaire Roial, Radical, Etimologique, Sinonimique, Phraseologique, & Sintactique, François-Allemand, pour l'une, & pour l'autre Nation Qvatrieme Partie R - Z","1712","Nürnberg",""
"OLD ","Kramer, Matthias","Neu-vollständiges Teutsch-Französisches Wörter-Register","1715","Nürnberg",""
"OLD","Kramer, Matthias","Das recht vollkommen-Königliche Dictionarium Radicale, Etymologicum, Synonymicum, Phraseologicum, & Syntacticum, Frantzösisch-Teutsch : ein neu-vollständiges Werck; bereichert mit allem, was da schönes, reines, und am besten fest-gestelltest in dem berühmten Königlichen Dictionnaire der Frantzösischen Sprach-Academie ... 2 F - M","1715","Nürnberg",""
"OLD ","Kramer, Matthias","Das recht vollkommen-Königliche Dictionarium Radicale, Etymologicum, Synonymicum, Phraseologicum, & Syntacticum, Frantzösisch-Teutsch : ein neu-vollständiges Werck; bereichert mit allem, was da schönes, reines, und am besten fest-gestelltest in dem berühmten Königlichen Dictionnaire der Frantzösischen Sprach-Academie ... 3 N - Q","1715","Nürnberg",""
"OLD","Kramer, Matthias","Das recht vollkommen-Königliche Dictionarium Radicale, Etymologicum, Synonymicum, Phraseologicum, & Syntacticum, Frantzösisch-Teutsch : ein neu-vollständiges Werck; bereichert mit allem, was da schönes, reines, und am besten fest-gestelltest in dem berühmten Königlichen Dictionnaire der Frantzösischen Sprach-Academie ... 4 R - Z","1715","Nürnberg",""
"OLD ","Kramer, Matthias","Nouveau Parlement, C'est à dire Dialogues François-Allemands ..","1715","Nürnberg","http://nbn-resolving.de/urn:nbn:de:gbv:3:1-646003"
"OLD","Kramer, Matthias","Das Neue, so genannte Parlament","1716","Nürnberg","https://nbn-resolving.org/urn:nbn:de:bvb:384-uba005600-4"
"OLD ","Kramer, Matthias","Grund-richtig-vollkommene doch kurtz gefaßte Nider-Teutsch- oder Holländische Grammatica : samt Anh. e. alphabetischen Vorstellung","1716","Nürnberg",""
"OLD","Kramer, Matthias","Nouveau Parlement","1717","Nürnberg","http://diglib.hab.de/drucke/qun-556-1-2s/start.htm"
"OLD ","Kramer, Matthias","Le Petit Dictionaire De Voiageur, François-Allemand-Italien, Italien-Allemand-François, Allemand-François (Pronon. Françoise)
Édition nouvelle avec une preface
","1717","Nürnberg",""
"OLD","Kramer, Matthias","Het Koninglyk neder-hoog-duitstch ""dictionnaire"", of beider hoofden grond-taalen woorden-boek ... - Das königliche nider-hoch-teutsch und hoch-nider-teutsch ""Dictionarium"", oder beider Haupt- und Grund-Sprachen Wörter-Buch ...","1719","Nürnberg",""
"OLD ","Kramer, Matthias","Das Königliche Nider-Hoch-Teutsch und Hoch-Nider-Teutsch Dictonarium oder beider Haupt- und Grund-Sprachen Wörter-Buch. 2","1719","Nürnberg",""
"OLD","Kramer, Matthias","Le monde dans une noix : c'est à dire un abrégé de l'histoire universelle chronologique ... representez par tables et par figures ... traduit de l'allemand en françois ... par Matthias Cramer ..","1722","Nürnberg",""
"OLD ","Kramer, Matthias","Die einig und allein grund-richtig vollkommene toscanisch- und romanisch-italiänische grammatica e sintasse reale : welche als liber classicus ... für unsere fremder Sprachen beflissene teutsche Nation ... eingerichtet","1722","Nürnberg",""
"OLD","Kramer, Matthias","Neu-ausgefertigtes Italiänisch-Teutsches Sprach- und Wörter-Buch : welches sowol Mit allen eigentlich- und natürlichen Red-Arten, als wie Mit guter Anweisung des rechten Gebrauchs der Wörter, nach ihrer unterschiedenen Bedeutung, Stellung, und bequemen Anwendung, reichlichst versehen ..","1724","Nürnberg",""
"OLD ","Kramer, Matthias","IL gran dittionario reale, tedesco-italiano cioè tesoro della lingua originale ed imperiale teutonica, ò alta-germanica / 1. Von A bis L
","1724","Nürnberg",""
"OLD","Kramer, Matthias","Das herrlich grosse deutsch-italiänische Dictionarium : oder Wort- und Red-Arten-Schatz der unvergleichlichen hoch-teutschen Grund- und Haupt-Sprache. 2, Von Lit. M - Z","1724","Nürnberg",""
"OLD ","Kramer, Matthias","Nouveau Parlement, C'est à dire Dialogues Francois-Alemands : Fort-agréables & mème fort-courts, pour en faciliter l'Intelligence aussi bien que l'Imitation à ceux qui s'appliquent à une de ces deux Langues / Composez autrefois en François par le Sieur Claude Mauger, natif de Blois, Maître de langues & d'autres; mais presentement à cause de leur puretè & grande utilitè, enrichis de l'Alemand, retouchez & augmentez un peu Par Matthias Cramer, Maitre De Langues
Neu Parlement, Das ist Sehr anmuthige/ und denen anfangenden Sprach-Beflissenen zum Besten gantz kurtz gegebene Frantzösisch-Teutsche Gespräche","1727","Kassel",""
"OLD","Kramer, Matthias","Nouveaux Dialogues En Six Langues: Das ist: Frantzösisch-Italiänisch-Spanisch-Englisch-Holländisch- und Teutsche harmonische Gespräche aus den gemeinsten und leichtesten Red-Arten zusammen gesetzet : und denen Liebhabern der abendländischen Sprache zu Liebe ... herausgegeben","1729","",""
"OLD ","Kramer, Matthias","Nouveau Parlement, C'est - à dire: petits Dialogues Francois-Allemands : Fort agréables, [et] mème fort courts, pour en faciliter l'intelligence aussi bien que l'imitation à ceux qui s'appliquent à une de ces deux Langues","1735","Nürnberg",""
"OLD","Kramer, Matthias","Matthiä Kramers Der Occidentalischen Sprachen bestmeritirt-gewesenen Professoris, und der Kön. Preuß. Soc. der Wissenschafften Mitglieds Vollkommene Toscanisch- und Romanisch-Italiänische Grammatica e Sintasse Reale Nach einer ordentlichen und leichten Lehr-Art eingerichtet und den Liebhabern fremder Sprachen Teutscher Nation zum Besten abgefasset
","1738","Nürnberg",""
"OLD ","Kramer, Matthias","Neue Holländische Grammatica, oder Hinlängliche Anleitung [...] die holländische Sprache [...] zu sprechen. = Nieuwe Hollandsche grammatica.","1741","Amsterdam",""
"OLD","Kramer, Matthias","Nieuwe Hoogduitsche grammatica, of duidelyke aanleiding voor de Nederduitschen, om niet alleen de Hoogduitsche spraak in boeken en omgang grondig te leren verstaan, maar ook dezelve te schryven en te spreeken","1742","Amsterdam",""
"OLD ","Kramer, Matthias","Il nuovo Parlatorio Italiano-Tedesco; cioè Dialoghetti, Sopra ogni qualsivoglia sorte di Materie familiari Molto piacevoli e brevi, per facilitarne l'Intelligenza e l'Imitatione à Coloro, ches' applicano ad imparare per Fondamento, una delle derte Lingue = Das neue Parlament/ Das ist: Italiänisch-Teutsche Gespräche/ Von allerhand täglich vorfallenden artigen Materien : Sehr anmuthig und kurtz, um dero Verstand, und Imitation zu erleichtern denjenigen, die eine von diesen Sprachen gründlich zu erlernen beflissen seynd","1744","Nürnberg",""
"OLD","Kramer, Matthias","Kurtzer Begriff der Frantzösischen Sprache ...","1746","",""
"OLD ","Kramer, Matthias","Matthiä Kramers Der Occidentalischen Sprachen best-meritirt-gewesenen Professoris, Vollkommene Toscanisch- und Romanisch-Italiänische Grammatica e Sintasse Reale : Nach einer ordentlichen und leichten Lehr-Art eingerichtet und den Liebhabern fremder Sprachen Teutscher Nation zum Besten abgefasset
","1747","Nürnberg",""
"OLD","Kramer, Matthias","Unentbehrliche Anfangs - Gründe der Französischen Sprache und derselben nützlichen Anwendung, nebst denen vornehmsten Wörtern und einigen leichten Briefen als ein anhang zu Mathias Cramers Französisch - Teutschen Gesprächen","1748","Nürnberg",""
"OLD ","Kramer, Matthias","Matthiä Kramers Der Occidentalischen Sprachen bestmeritirt-gewesenen Professoris Vollkommene Toskanisch- und Romanisch-Italiänische Grammatica e Sintasse Reale
Zwölffte und vielvermehrte Auflage
","1750","Nürnberg",""
"OLD","Kramer, Matthias","Speccius Gallicus, oder des neuen Parlements zweyter Theil, in welchem eine gantz neu erfundene Praxis enthalten, wodurch man mit leichter Mühe Französische Exercitia zu machen lernen kan","1752","Nürnberg",""
"OLD ","Kramer, Matthias","Matthiae Kramers ... vollkommene toscanisch- und romanisch-italiaenische Grammatica reale : nach einer ordentlichen und leichten Lehr-Art eingerichtet und den Liebhabern fremder Sprachen teutscher Nation zum Besten abgefasset","1753","Nürnberg",""
"OLD","Kramer, Matthias","Neue holländische Grammatica, oder hinlängliche Anleitung vor die Hochdeutschen / nicht allein die holländische Sprache in Büchern und Umgang gründlich zu verstehen / sondern solche auch zu schreiben und zu sprechen.","1755","Amsterdam",""
"OLD ","Kramer, Matthias","Il nuovo Parlatorio italiano-tedesco, cioè Dialoghetti sopra qualsivoglia forte di materie famigliari : molto piacevoli e brevi, per facilitarne l'Intelligenza e l'Imitazione a Coloro, che s'applicano ad imparare con fondamento, una delle dette Lingue = Italiänisch-Teutsche Gespräche, von allerhand täglich vorfallenden artigen Materien denenjenigen so diese Sprachen erlernen wollen zur Erleichterung und zum Vergnügen abfefaßt","1756","Nürnberg",""
"OLD","Kramer, Matthias","Nieuwe Hoogduitse Grammatica vor de Neederduitsen, …","1757","Amsterdam",""
"OLD ","Kramer, Matthias","Matthiä Kramers Der Occidentalischen Sprachen bestmeritirt-gewesenen Professoris, Vollkommene Toscanisch- und Romanisch-Italiänische Grammatica e Sintasse Reale Nach einer ordentlichen und leichten Lehr-Art eingerichtet und den Liebhabern fremder Sprachen Teutscher Nation zum Besten abgefasset
","1758","Nürnberg",""
"OLD","Kramer, Matthias","Het Nieuw Neder-Hoog-Duitsch En Hoog-Neder-Duitsch Woordenboek, oder Neues holländisch-deutsches und deutsch-holländisches Wörterbuch ..","1759","Leipzig",""
"OLD ","Kramer, Matthias","Nouveau parlement, ou, Dialogues françois-allemands: das ist: Französisch-Teutsche Gespräche für die Anfänger / aus dem Französischen des Herrn Claude Mauger ; übersetzt, verbessert und vermehrt von Matthias Kramern","1760","Nürnberg",""
"OLD","Kramer, Matthias","Matthias Kramers der occidentalischen Sprachen Professors [et]c. Vollkommene niederdeutsche oder holländische Grammatik: für diejenigen hochdeutschen Staats- Handels- und Kriegsleute als auch andere welche diese Sprache in kurzer Zeit, ... richtig lesen, verstehen und reden ... wollen ; Nebst einer alphabetischen Vorstellung aller holländischen Grund- und Stammwörter, auf hochdeutsch erkläret","1761","Leipzig",""
"OLD ","Kramer, Matthias","Matthiä Kramers der occidentalischen Sprachen gewesenen Professors, vollkommene toscanisch- und romanische italiänische Grammatica e sintasse reale nach einer ordentlichen und leichten Lehr-Art eingerichtet ..
","1763","Nürnberg",""
"OLD","Kramer, Matthias","Matthias Cramers Speccius Gallicus, oder, Des neuen Parlements zweyter Theil, in welchem eine ganz neu erfundene und sehr leichte Praxis enthalten, wodurch man mit leichter Mühe französische Exercitia machen, regulmässig componiren und in kurzer Zeit französisch reden lernen kan","1763","Nürnberg",""
"OLD ","Kramer, Matthias","Matthiä Kramers vollkommene toscanisch- und romanische-italiänische Grammatica e sintasse reale : nach e. ordentlichen u. leichten Lehr-Art eingerichtet","1765","Nürnberg",""
"OLD","Kramer, Matthias","Neues Deutsch-Holländisches Wörterbuch : worinnen alle Wörter und Redensarten, nebst vorkommenden Kunst- und Handelswörtern fleißig zusammengetragen, und dem Gebrauche der besten Schriftsteller gemäß erkläret worden","1768","Leipzig",""
"OLD ","Kramer, Matthias","Vollkommene niederdeutsche oder holländische grammatik ... vermehret und ... verbessert von A.A.von Moerbeek","1774","Leipzig",""
"OLD","Kramer, Matthias","Matthiæ Kramers der Occidentalischen Sprachen gewesenen Professors vollkommene Toscanisch- und Romanische Italienische grammatica e sintasse reale : ... bey dieser siebenzehnten und verbesserten Auflage ... vermehret ..
","1777","Innsbruck",""
"OLD ","Kramer, Matthias","Vollkommene Toscanisch- und Romanische italiänische Grammatik und Sintasse reale: nach einer ordentlichen und leichten Lehrart eingerichtet","1778","Nürnberg",""
"OLD","Kramer, Matthias","Nieuw woordenboek der nederlandsche en hoogduitsche taal. ... P. [2] Neues Deutsch-holländisches Wörterbuch, worinnen alle Wörter und Redensarten, nebst vorkommenden Kunst- und Handelswörtern fleißig zusammengetragen, und dem Gebrauche der besten Schriftsteller gemäß erkläret worden
","1787","Leipzig",""
"OLD ","Kramer, Matthias","Math. Kramers praktische italienische Grammatik oder vollständige Anleitung zur leichten Erlernung der italienischen Sprache","1808","Nürnberg",""
"OLD","Kramer, Matthias","Kramers' neues Taschen-Wörterbuch, deutsch-niederländisch und niederländisch-deutsch ; Auch enthaltend: Ein Verzeichniss der geograpgischen Namen, der Manns- und Frauennamen, deren Schreibart von niederländischen abweicht, und der unregelmässigen Zeitwörter
","","Leipzig",""
"OLD","La Roche","Copie d'une lettre écrite à un homme de qualité","1696","Leipzig","Cloud"
"OLD","La Roche","Nouvelle Methode pour traiter la Grammaire Francoise","1699","Leipzig","Cloud"
"NEW","La Roche","La pierre de touche, ou le secret de délier la langue","1699","Leipzig","Cloud"
"OLD","La Roche","La pierre de touche, ou, Le secret de délier la langue par le moyen de certains entretiens courts, faciles & galans : divisés en trois parties
par me. La Roche ; avec une grammaire nouvellement reveue & augmentèe ... = Der Probier-Stein, oder, Die Kunst die Zunge aufzulosen, Vermittelst kurzer, leichter und galanter Gesprache : in drey Theile abgefasset / durch Me. La Roche ; nebst einer vollstandigen Grammatic von neuem ubersehen ...","1700?","Leipzig",""
"OLD","La Roche","La pierre de tauche ou le sevet de Détier la langue, par le moyen de certains entretiens courts faciles et galans divisés en trois parties par Me. La Roche. Avec une grammaire nouoellement reveuë rt augmentée d'un recessil de plusieurs histories et des lettres sur toutes fortes de sujets","1702","Leipzig",""
"OLD","La Roche","Abbregé de toutes les grammaires françoises …","1705","Ingolstadt","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10587292-1"
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | En laquelle on enſeigne | Les Principes de cette Langue, | & particulierement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revuë & augmentée d'un Recueil d'Hiſtoires & de Lettres, | avec une Copie d'une Lettre touchant la prononciation. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren / Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache / | Abſonderlich aber ein Handgriff die Pro- | nomina und Conjugationes ohne Beſchwe⸗ | rung des Gedaͤchtnuͤſſes zu erlernen / | gewieſen werden / | Durch LA ROCHE. | Anitzo von neuem uͤberſehen / und mit einem Anhange | von Hiſtorien und Briefen vermehret: nebſt der Copie eines | Briefes betreffende die Pronunciation.","1706","Leipzig",""
"OLD","La Roche"," LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, |Divisés en trois Parties| Die vierdte EDITION","1706","Leipzig",""
"OLD","La Roche","Nouvelle Methode pour traiter La Grammaire Françoise","1708","Leipzig","https://mdz-nbn-resolving.de/urn:nbn:de:bvb:12-bsb10624140-4"
"OLD","La Roche","La Pierre De Touche, Ou Le Secret de Délier la Langue, Par le moyen de certains Entretiens courts, faciles & galans, Divisés en trois Parties : Avec une Grammaire nouvellement reveuë et augmentée d'un Receuil de plusieurs histoires et de lettres sur toutes sortes de sujets = Der Probier-Stein, Oder Die Kunst die Zunge aufzulösen, Vermittelst kurtzer, leichter und galanter Gespräche, In drey Theile abgefasset","1708","Leipzig","https://mdz-nbn-resolving.de/details:bsb10587294 "
