"Entry type","Autor einheitl.","Vollständiger Titel","Druckjahr","Verlagsort","Link zum Digitalisat"
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | En laquelle on enſeigne | Les Principes de cette Langue, | & particulierement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revuë & augmentée d'un Recueil d'Hiſtoires & de | Lettres, avec une Copie d'une Lettre touchant | la prononciation. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren / Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache / | Abſondeꝛlich aber ein Handgꝛiff die Pro- | nomina und Conjugationes ohne Beſchwe⸗ | rung des Gedaͤchtnuͤſſes zu erlernen / | gewieſen werden / | Durch LA ROCHE. | Anitzo von neuem uͤberſehen / und mit einem Anhange | von Hiſtorien und Briefen vermehret: nebſt der Copie  |eines Briefes betreffende die Pro- | nunciation. |","1710","Leipzig",""
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, |Divisés en trois Parties,| PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë | & augmentée d'un Receuil de pluſieurs hiſtoires | & de lettres ſur toutes ſortes de ſujets. | A LIPSIC, |Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein / |Oder | Die Kunſt die Zunge aufzuloͤſen / | Vermittelſt kurtzer / leichter und | galanter Geſpraͤche / | In drey Theile abgefaſſet | Durch |Me. La ROCHE. | Nebſt einer vollſtaͤndigen GRAMMATIC, von neuem | uͤberſehen und mit einem Anhange unter⸗ | ſchiedener luſtigen Hiſtorien und allerhand | Briefen vermehret. | Die sechſte EDITION","1710","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | Les Principes de cette Langue, | & particulierement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revuë & augmentée d'un Recueil d'Hiſtoires & de | Lettres, avec une Copie d'une Lettre touchant | la prononciation. |Neue METHODE | Die frantzoͤſiſche | GRAMMATIC | zu tractiren / | Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache, | Abſonderlich aber ein Handgriff die Pro- | nomina und Conjugationes ohne Beſchwe⸗ | rung des Gedaͤchtnuͤſſes zu erlernen, | gewieſen werden / | Durch LA ROCHE. | Anitzo von neuem uͤberſehen, und mit einem Anhange | von Hiſtorien / Briefen und einigen noͤthigen Reguln vermehret / |nebst der Copie eines Briefes betreffende die Pro- | nunciation.","1712","Leipzig",""
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, | Divisés en trois Parties, | PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë | & augmentée d'un Receuil de pluſieurs hiſtoires, de | regles & de lettres ſur toutes ſortes de ſujets. | A LIPSIC, | Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein / | Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer / leichter und | galanter Geſpraͤche / | In drey Theile abgefaſſet | Durch | Me. La ROCHE. | Nebſt einer vollſtaͤndigen GRAMMATIC, | von neuem uͤberſehen / mit noch einigen nuͤtzlichen Re⸗ | geln / und mit einem Anhange unterſchiedener | luſtigen Hiſtorien und allerhand |Briefen vermehret. | Die ſiebende EDITION.","1712","Leipzig",""
"OLD","La Roche","Nouvelle Methode pour traiter La Grammaire Françoise, Par laquelle on enseigne Les Principes de cette Langue, & particulierement Le Secret d'aprendre sans peine les Pronoms & les Conjugaisons, Par La Roche. Revuë & augmentée d'un Recueil d'Histoires & de Lettres, avec une Copie d'une Lettre touchant la prononciation = Neue Methode Die französische Grammatic zu tractiren/ Darinnen kurtz und deutlich die nöthigen Principia dieser Sprache, Absonderlich aber ein Handgriff die Pronomina und Conjugationes ohne Beschwerung des Gedächtnüsses zu erlernen/ gewiesen werden/ Durch La Roche. Anitzo von neuem übersehen, und mit einem Anhange von Historien/ Briefen und einigen nöthigen Reguln vermehret/ nebst der Copie eines Briefes betreffende die Pronunciation","1714","Leipzig",""
"OLD","La Roche","La Pierre de Touche, Ou Le Secret de Délier la Langue, Par le moyen de certains Entretiens courts, faciles & galans, Divisés en trois Parties = Der Probier-Stein/ Oder Die Kunst die Zunge aufzulösen/ Vermittelst kurtzer, leichter und galander Gespräche, In drey Theile abgefasset / par Me. LaRoche 
Avec une Grammaire nouvellement reveuë & augmentée d'un Recueil de plusieurs histoires, de regles & de lettres sur toutes sortes de sujets = Nebst einer vollständigen Grammatic, von neuem übersehen, mit noch einigen nützlichen Regeln/ und mit einem Anhange unterschiedener lustigen Historien und allerhand Briefen vermehret
","1714","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | Par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revûë & augmentée d'un Recueil d'Hiſtoires & de | Lettres, avec une Copie d'une Lettre touchant | la prononciation. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren / Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache, | Abſonderlich aber ein Handgriff die Pro- | nomina und Conjugationes ohne Beſchwe⸗ | rung des Gedaͤchtnuͤſſes zu erlernen / | gewieſen werden / | Durch LA ROCHE. | Anitzo von neuem uͤberſehen, und mit einem Anhange | von Hiſtorien / Briefen und einigen noͤthigen Reguln ver⸗ | mehret / nebſt der Copie eines Briefes betreffende | die Pronunciation. ","1716","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, |Divisés en trois Parties,| PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë & | augmentée d'un Receuil de pluſieurs hiſtoires, de | régles & de lettres ſur toutes ſortes de ſujets. | A LIPSIC, |Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein, |Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und ga⸗ | lanter Geſpraͤche, | In drey Theile abgefaſſet | Durch |Me. La ROCHE. | Nebſt einer vollſtaͤndigen GRAMMATIC, | von neuem uͤberſehen, mit noch einigen nuͤtzlichen Re⸗ | geln / und mit einem Anhange unterſchiedener luſtigen | Hiſtorien und allerhand Briefen | vermehret. | Die neundte EDITION.","1716","Leipzig","Cloud"
"OLD","La Roche","La Pierre de touche [Texte imprimé]ou le Secret de délier la langue par le moyen de certains entretiens courts... divisés en trois parties, par... La Roche avec une grammaire... reveuë et augmentée... Der Probier-Stein, oder die Kunst die Zunge aufzulösen, vermittelst Kurtzer... Gespräche, in drey Theile abgefasset durch... La Roche, nebst einer... Grammatic, von neuem übersehen mit... Regeln... Historien und... Briefen... Die zehende Edition","1719","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | Par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revûë & augmentée d'un Recueil d'Hiſtoires & | de Lettres, avec une Copie d'une Lettre touchant | la prononciation. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren / Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache. | Abſonderlich aber ein Handgriff die Pro- | nomina und Conjugationes ohne Beſchwerung des | Gedaͤchtniſſes zu erlernen, gewieſen werden. | Durch LA ROCHE, | Anietzo von neuem uͤberſehen, und mit einem An⸗ | hange von Hiſtorien, Briefen und einigen noͤthigen Reguln | vermehret, nebſt der Copie eines Briefes betreffende | die Pronunciation.","1721","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, |Divisés en trois Parties,| PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë & | augmentée d'un Receuil de pluſieurs hiſtoires, de | régles & de lettres ſur toutes ſortes de ſujets. | A LIPSIC. |Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein, |Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und ga⸗ | lanter Geſpraͤche, | In drey Theile abgefaſſet | Durch |Me. La ROCHE. | Nebſt einer vollſtaͤndigen GRAMMATIC, | von neuem uͤberſehen, mit noch einigen nuͤtzlichen Re⸗ | geln, und mit einem Anhange unterſchiedener luſtigen Hiſtorien | und allerhand Briefen, und itzt mit einen ſehr leichten | Syntax vermehret. | Die eilffte EDITION. ","1721","Leipzig","Cloud"
"OLD","La Roche","Nouvelle Methode pour traiter La Grammaire Françoise","1723","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galans, |Divisés en trois Parties,| PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë & | augmentée d'un Receuil de pluſieurs hiſtoires, de | régles & de lettres ſur toutes ſortes de ſujets. | A LIPSIC. |Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein, |Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und ga⸗ | lanter Geſpraͤche, | In drey Theile abgefaſſet | Durch |Me. La ROCHE. | Nebſt einer vollſtaͤndigen GRAMMATIC, | von neuem uͤberſehen, mit noch einigen nuͤtzlichen Re⸗ | geln, und mit einem Anhange unterſchiedener luſtigen Hiſtorien | und allerhand Briefen, und itzt mit einen ſehr leichten | Syntax vermehret. | Die zwoͤlffte EDITION. ","1723","Leipzig","Cloud"
"OLD","La Roche","Nouvelle méthode pour traiter la grammaire françoise : revue et augm. d’un recueil d’histoire & de lettres avec une copie d’une lettre touchant le prononciation","1727","Leipzig",""
"OLD","La Roche","La Pierre de touche, ou le secret de delier de langue, par le moyen de certains entretiens courts ... diuises en trois parties par me. La Roche. Auec une grammaire nouuellement reueue ... Der proibier-stein, oder die kunst die zunge aufzulosen, vermittelst kurtzer ... La Roche, nebst einer ... grammatic ... Die dreyzehende edition","1727","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | pour traiter | La | GRAMMAIRE | FRANÇOISE, | Par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Par LA ROCHE. | Revûë & augmentée d'un Recueil d'Hiſtoires & | de Lettres, avec une Copie d'une Lettre touchant | la prononciation. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich die noͤthigen | PRINCIPIA dieſer Sprache, | Abſonderlich aber ein Handgriff, die Pro- | nomina und Conjugationes ohne Beſchwerung des | Gedaͤchtniſſes zu erlernen, gewieſen werden, | Durch LA ROCHE. | Anietzo von neuem uͤberſehen, und mit einem Anhan⸗ | ge von Hiſtorien, Briefen und einigen noͤthigen Reguln ver⸗ | mehret, nebſt der Copie eines Briefes, betreffende | die Pronunciation. ","1730","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens courts, | faciles & galantes. |Divisés en trois Parties.| PAR | Me. La ROCHE. | Avec une Grammaire nouvellement reveuë & | augmentée d'un Receuil de pluſieurs hiſtoires, de | régles & de lettres ſur toutes ſortes de ſujets. | A LIPSIC. |Chés les Heritiers de Frederic Lankiſch. | Der Probier⸗Stein, |Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und ga⸗ | lanter Geſpraͤche, | In drey Theile abgefaſſet | Durch |Me. La ROCHE. | Nebſt einer volſtaͤndigen GRAMMATIC, | von neuem uͤberſehen, mit noch einigen nuͤtzlichen | Regeln, und mit einem Anhange unterſchiedener luſtigen | Hiſtorien und allerhand Briefen, und itzt mit einem | ſehr leichten Syntax vermehret. | Die vierzehende EDITION. ","1730","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | pour traiter la | GRAMMAIRE | FRANÇOISE, | par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons. | Avec la Pierre de Touche ou le Secret de délier la langue, | Par Me. LA ROCHE. | Quincième Edition. | Cette Edition a été éxactement revûë, corrigée, & augmen- | tée de pluſieurs Regles, Remarques, Verbes Irréguliers & Hiſtoires | auſſi néceſſaires qu'utiles, comme auſſi d'une petite Inſtruction | pour les Titres honorables & adreſſes de Lettres. à Leipſig, Chés les Héritiers de FREDERIC LANKISCH. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren. | Darinnen kurtz und deutlich | die noͤthigen PRINCIPIA dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein oder der Kunſt die Zunge aufzuloͤſen, | Durch Me.  ROCHE. | Die funffzehende Edition. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | Irregularibus und Hiſtorien, wie auch mit einem kurtzen Unter⸗ | richt von der Titulatur und Brieff⸗Uberſchrifften | vermehret","1733","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens | courts, faciles & galants, | Diviſés en trois Parties | Par | Me. LA ROCHE. | A Lipſic | Chés les Héritiers de FREDERIC LANKISCH. | Der | Probier⸗Stein, | Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und | galanter Geſpraͤche, | In drey Theile abgefaſſet | Durch | Me. LA ROCHE. | Die fuͤnffzehende EDITION.","1733","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | pour traiter la | GRAMMAIRE | FRANÇOISE, | par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Avec la Pierre de Touche ou le Secret de délier la langue, | Par Me. LA ROCHE. | Seiziéme Edition. | Cett Edition a été éxactement revûë, corrigée, & augmen- | tée de pluſieurs Regles, Remarques, Verbes Irréguliers & Hiſtoires | auſſi néceſſaires qu'utiles, comme auſſi d'une petite Inſtruction | pour les Titres honorables & adreſſes de Lettres. | à Leipſig, Chés les Héritiers de FREDERIC LANKISCH. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren. | Darinnen kurtz und deutlich | Die noͤthigen PRINCIPIA dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein oder der Kunſt die Zunge aufzuloͤſen, | Durch Me. LA ROCHE. | Die Sechzehende Edition. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowol noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | Irregularibus und Hiſtorien, wie auch mit einem kurtzen Unter⸗ | richt von der Titulatur und Brieff⸗Uberſchrifften | vermehret. | Leipzig, bey  Friedrich Lanckiſchens Erben, 1736.","1736","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | pour traiter la | GRAMMAIRE | FRANÇOISE, | par laquelle on enſeigne | Les Principes de cette Langue, | & particuliérement | Le Secret d'aprendre ſans peine les Pronoms | & les Conjugaiſons, | Avec la Pierre de Touche ou le Secret de délier la langue, | Par Me. LA ROCHE. | Dixſeptiême Edition. | Cett Edition a été éxactement revûë, corrigée, & augmen- | tée de pluſieurs Regles, Remarques, Verbes Irréguliers & Hiſtoires | auſſi néceſſaires qu'utiles, comme auſſi d'une petite Inſtruction | pour les Titres honorables & adreſſes de Lettres. | à Leipſig, chés les Héritiers de FREDERIC LANKISCH. | Neue METHODE | Die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | Die noͤthigen PRINCIPIA dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein oder der Kunſt die Zunge aufzuloͤſen, | Durch Me. LA ROCHE. | Die Siebzehende Edition. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowol noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | Irregularibus und Hiſtorien, wie auch mit einem kurtzen Unter⸗ | richt von der Titulatur und Brieff⸗Uberſchrifften | vermehret. ","1738","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de Délier la Langue, | Par le moyen de certains Entretiens | courts, faciles & galants, | Divisés en trois Parties | Par | Me. LA ROCHE. | A Lipſic, | Chés les Héritiers de FREDERIC LANKISCH. | Der | Probier⸗Stein, | Oder | Die Kunſt die Zunge aufzuloͤſen, | Vermittelſt kurtzer, leichter und | galanter Geſpraͤche, | In drey Theile abgefaſſet | Durch | Me. LA ROCHE. | Die Siebzehende EDITION.","1738","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | DLie noͤthigen PRINCIPIA dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein oder der Kunſt die Zunge aufzuloͤſen, | Durch Me. LA ROCHE. | Achtzehende Auflage. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowol noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | Irregularibus und Hiſtorien, wie auch mit einem kurtzen Unterricht | von der Titulatur und Brieff⸗Uberſchrifften | vermehret.","1740","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, die Zunge aufzuloͤſen , | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet | Durch | Me. LA ROCHE.","1740","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | Die noͤthigen PRINCIPIA dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Neunzehende Auflage. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowol noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | Irregularibus und Hiſtorien, wie auch mit einem kurtzen Unterricht | von der Titulatur und Brieff⸗Uberſchrifften | vermehret. | Mit Ihro Röm. Kayſerl. Maj. allergnädigſten Privilegio. ","1742","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, die Zunge aufzuloͤſen , | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet | Durch | Me. LA ROCHE.","1742","Leipzig","Cloud"
"OLD","La Roche","Nouvelle methode pour traiter la grammaire françoise = Neue Methode die Französische Grammatic zu tractiren, darinnen Kurtz und deutlich die nöthigen Principia dieser Sprache, absonderlich aber ein Hangriff, die Pronomina und Conjugationes ohne Beschwerung des Gedächtnisses zu erlernen, gewiesen wird, mit dem Probier-Stein, oder der Kunst die Zinge aufzulösen","1745","Leipzig",""
"OLD","La Roche","La pierre de touche","1745","Leipzig",""
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | Die noͤthigen Principia dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und |  Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Ein und zwantzigſte Auflage. |  Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurtzen Unterricht | von der Titulatur und Brief⸗Ueberſchrifften | vermehret. | Mit Ihro Röm. Kayſerl. Maj. allergnädigſten Privilegio. ","1748","Leipzig","Cloud"
"OLD","La Roche","
LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, die Zunge aufzuloͤſen, | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet | Durch | Me. LA ROCHE.","1748","Leipzig","Cloud"
"OLD","La Roche","Le Secret délier la langue ...","1750","Köln",""
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | Die noͤthigen Principia dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und |  Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Zwei und zwantzigſte Auflage. |  Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurtzen Unterricht | von der Titulatur und Brief⸗Ueberſchrifften | vermehret. | Mit Ihro Roͤm. Kayſerl. Maj. und Koͤnigl. Pohl. Churf. | Saͤchſiſ. allergnaͤdigſten Privilegio. ","1751","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, | die Zunge aufzuloͤſen, | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet, | Durch | Me. LA ROCHE.","1751","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Frantzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurtz und deutlich | Die noͤthigen Principia dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und |  Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probier⸗Stein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Drey und zwantzigſte Auflage. |  Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Reguln, Anmerckungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurtzen Unterricht | von der Titulatur und Brief⸗Ueberſchrifften | vermehret. | Mit Ihro Roͤm. Kayſerl. Maj. und Koͤnigl. Pohl. Churf. | Saͤchſiſ. allergnaͤdigſten Privilegio. ","1754","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, | die Zunge aufzuloͤ⸗ | ſen , vermittelſt kurtzer, leichter, und ga⸗ | lanter Geſpraͤche, | In drey Theile abgefaſſet | Durch | Mé. LA ROCHE.","1754","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Franzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurz und deutlich | Die noͤthigen Principia dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und |  Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probierſtein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Vier und zwanzigſte Auflage. |  Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Regeln, Anmerkungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurzen Unterricht | von der Titulatur und Brief⸗Ueberſchrifften | vermehret. | Mit Ihro Roͤm. Kayſerl. Maj. und Königl. Pohln. | Churf. allergnädigſten Privilegiis.","1760","Leipzig","Cloud"
"OLD","La Roche","LA PIERRE | DE TOUCHE, | Ou | LE SECRET | de délier la Langue, | Das iſt: | Probier⸗Stein, | Oder | Die Kunſt, | die Zunge aufzuloͤſen , | vermittelſt kurtzer, leichter, und galanter | Geſpraͤche, | In drey Theile abgefaſſet, | Durch | Me. LA ROCHE.","1760","Leipzig","Cloud"
"OLD","La Roche","NOUVELLE MÉTHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue MÉTHODE | die Franzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurz und deutlich | Die noͤthigen Principis dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und | Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probierſtein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Fuͤnf und zwanzigſte Auflage. | Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Regeln, Anmerkungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurzen Unterricht | von der Titulatur und Brief⸗Ueberſchriften | vermehret. | WIEN, | Gedruckt, und zu finden, bey Johann Thomas Trattner, | K. K. Hofbuchdruckern, und Buchhaͤndlern","1762","Wien",""
"OLD","La Roche","NOUVELLE METHODE | POUR TRAITER LA | GRAMMAIRE | FRANÇOISE, | Das iſt: | Neue METHODE | die Franzoͤſiſche | GRAMMATIC | zu tractiren, | Darinnen kurz und deutlich | Die noͤthigen Principia dieſer Sprache, | abſonderlich aber ein Handgriff, die Pronomina und |  Conjugationes ohne Beſchwerung des Gedaͤchtniſſes | zu erlernen, gewieſen wird, | Mit dem Probierſtein, | oder der Kunſt die Zunge aufzuloͤſen, | Durch | Me. LA ROCHE. | Fünf und zwanzigſte Auflage. |  Dieſe Edition iſt genau uͤberſehen, corrigiret, und mit ſehr | vielen, ſowohl noͤthigen als nuͤtzlichen Regeln, Anmerkungen, Verbis | irregularibus und Hiſtorien, wie auch mit einem kurzen Unterricht | von der Titulatur und Brief⸗Ueberſchrifften | vermehret. | Mit Ihro Röm. Kaiſerl. Maj. und Königl. Pohln. | Churfl. allergnädigſten Privilegiis. ","1764","Leipzig","Cloud"
