name,credits,de,en
project1.png,(c) FSL digital,Eigene Graphik CC BY-SA 4.0,Own graphics CC BY-SA 4.0
project2.png,(c) FSL digital,Eigene Graphik CC BY-SA 4.0,Own graphics CC BY-SA 4.0
project3.png,(c) FSL digital,Eigenes Foto CC BY-SA 4.0,Own photo CC BY-SA 4.0
project4.png,(c) FSL digital,Eigene Graphik CC BY-SA 4.0,Own graphics CC BY-SA 4.0
